,County,State,Longitude,Latitude,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Annual Waste Acceptance Rate (tons per year),Volume Design,Volume Current,Percent Available,Years to Fill
0,Anchorage,AK,-149.602138,61.293281,2043.0,Open,165.0,112.0,300.0,150.0,27104639.0,10707395.0,307028.0,49500.0,16800.0,0.6606060606060606,53.406347303828966
1,Juneau,AK,-134.4947,58.3528,2052.0,Open,35.0,,,38.0,1814421.0,978777.0,27974.0,,,,29.87216701222564
2,Kenai Peninsula,AK,-151.107896,60.443004,2042.0,Open,,24.8,,,2703698.0,1766247.0,44448.0,,,,21.090960223182144
5,Matanuska-Susitna,AK,-149.21,61.59,2150.0,Open,,,,45.0,41974220.0,2107165.0,86485.0,,,,460.9707463722033
6,Fairbanks North Star,AK,-147.70085,64.80476,2088.0,Open,,97.7,,,10518622.0,4602053.0,102947.0,,,,57.47199044168359
8,Perry,AL,-87.4685,32.413,2099.0,Open,425.3,,,,63278380.0,5505276.0,708064.0,,,,81.59305373525557
11,Tuscaloosa,AL,-87.66585,33.24314,2037.0,Open,220.0,80.3,,,9826872.0,7978193.0,352153.0,,,,5.249647170406045
13,Pike,AL,-85.8299,31.7041,2397.0,Open,,,,,23947035.0,886054.0,59.0,,,,390864.0847457627
16,Mobile,AL,-88.02503,31.06179,2151.0,Open,199.0,102.6,,116.0,34201127.0,7985345.0,208887.0,,11901.599999999999,,125.50221890304327
18,Morgan,AL,-87.10163,34.6175,2051.0,Open,223.4,72.0,80.0,60.0,11360146.0,6556314.0,234769.0,17872.0,4320.0,0.7582811101163831,20.461951961289607
19,Houston,AL,-85.356721,31.238766,2071.0,Open,49.3,,,,5666850.0,3860211.0,26649.0,,,,67.79387594281211
20,Coffee,AL,-86.000975,31.507053,2048.0,Open,450.0,61.6,,60.0,6765340.0,4471043.0,256681.0,,3696.0,,8.938320327566123
22,Cullman,AL,-86.90069,34.02878,2040.0,Open,,29.0,,60.0,2937045.0,2062592.0,97965.0,,1740.0,,8.926177716531415
23,Jefferson,AL,-86.6288,33.5978,2038.0,Open,72.0,48.0,,,5421445.0,4435147.0,39947.0,,,,24.690164467919995
26,Madison,AL,-86.592,34.6885,2060.0,Open,215.0,191.0,40.0,,,12774177.0,422697.0,8600.0,,,
28,Jefferson,AL,-86.873,33.711,2060.0,Open,163.7,70.4,,,18952387.0,6030109.0,463145.0,,,,27.901149747919117
29,Jefferson,AL,-86.7104,33.7077,2100.0,Open,,65.9,,,3483997.0,1665315.0,1.0,,,,1818682.0
30,Baldwin,AL,-87.7761,30.45727,2036.0,Open,96.0,47.9,,10.0,6408237.0,4541582.0,204333.0,,479.0,,9.135357480191647
32,Lawrence,AL,-87.22116,34.70381,2061.0,Open,148.0,55.0,,,16643163.0,6893051.0,283520.0,,,,34.38950338600451
33,Jefferson,AL,-86.815,33.585,2030.0,Open,,149.0,60.0,,9644756.0,7781050.0,7034.0,,,,264.95678134773954
34,Montgomery,AL,-86.3245,32.4131,2040.0,Open,348.0,48.7,,,,11174342.0,212646.0,,,,
35,Walker,AL,-87.04981,33.71458,2025.0,Open,166.0,87.2,,75.0,20503092.0,11211806.0,234872.0,,6540.0,,39.55893422800504
36,Lee,AL,-85.2636,32.65347,2069.0,Open,222.0,107.0,,,33432502.0,13007547.0,468746.0,,,,43.573609161464844
37,DeKalb,AL,-85.862,34.342,2063.0,Open,318.9,83.0,,,28041435.0,10248803.0,523669.0,,,,33.97686706679219
39,Jackson,AL,-85.919,34.756,2025.0,Open,,97.0,,65.0,,1142867.0,49152.0,,6305.0,,
41,Shelby,AL,-86.687566,33.171785,2055.0,Open,89.5,35.5,60.0,50.0,4520250.0,3789558.0,207795.0,5370.0,1775.0,0.6694599627560521,3.5164079982675234
43,St. Clair,AL,-86.51658,33.60527,2128.0,Open,308.0,47.1,,75.0,43939474.0,5375496.0,255744.0,,3532.5,,150.7913303928929
44,Tallapoosa,AL,-85.8311,32.5154,2063.0,Open,124.6,45.3,,,30502398.0,7157832.0,298162.0,,,,78.29490679563459
45,Cherokee,AL,-85.7254,33.9962,2171.0,Open,,67.0,,,30307137.0,5680508.0,176047.0,,,,139.88667230909928
46,Escambia,AL,-87.1923,31.2593,2066.0,Open,,105.6,,,22340335.0,14356863.0,208946.0,,,,38.208302623644386
47,Washington,AL,-88.19,31.15848,2124.0,Open,300.0,,,,23280092.0,2202104.0,164426.0,,,,128.19133227105203
50,Winston,AL,-87.60779,34.17569,2050.0,Open,265.0,,,,,,47190.0,,,,
51,Ashley,AR,-91.84759,33.212,,Open,20.0,,,,,,,,,,
52,Fulton,AR,-91.63128,36.28126,2041.0,Open,90.0,31.1,,,6490730.0,3095961.0,204577.0,,,,16.594089267121916
53,Faulkner,AR,-92.5068,35.1119,2072.0,Open,125.0,66.0,,,8301177.0,3263145.0,68514.0,,,,73.53288379017427
54,Sebastian,AR,-94.3704,35.2926,2061.0,Open,555.0,148.2,160.0,80.0,47823137.0,10522765.0,247055.0,88800.0,11856.0,0.8664864864864865,150.9800327862217
55,Phillips,AR,-90.629,34.56726,,Open,37.0,,,,,,,,,,
56,Hempstead,AR,-93.6781,33.6422,,Open,82.5,,,,1110000.0,,,,,,
57,Conway,AR,-92.6976,35.1297,2044.0,Open,30.0,,,,1367651.0,985365.0,75572.0,,,,5.058566664902345
58,Craighead,AR,-90.68862,35.719434,2030.0,Open,310.0,60.9,,100.0,4050450.0,2560902.0,114702.0,,6090.0,,12.986242611288382
59,Crittenden,AR,-90.25606,35.13597,2030.0,Open,,52.0,,,3887482.0,2385247.0,111479.0,,,,13.475497627355825
60,Washington,AR,-94.256073,36.140147,2023.0,Open,147.0,124.9,,120.0,14227685.0,10773582.0,645369.0,,14988.0,,5.352136529644281
61,Arkansas,AR,-91.272,34.311,,Open,30.5,,,,,,,,,,
62,Jackson,AR,-91.0922,35.5894,,Open,27.0,,,,841045.0,,,,,,
63,Jefferson,AR,-92.19214,34.34676,2036.0,Open,66.0,45.1,,100.0,5845066.0,3829746.0,114937.0,,4510.0,,17.534127391527534
64,Pulaski,AR,-92.30241,34.65129,2073.0,Open,110.0,49.6,240.0,100.0,7751457.0,3823504.0,123484.0,26400.0,4960.0,0.8121212121212121,31.809408506365198
65,Mississippi,AR,-89.97,35.78,2087.0,Open,96.5,27.0,,,,2522729.0,74500.0,,,,
68,Greene,AR,-90.4539,36.085,2032.0,Open,,207.4,,,3922300.0,2944206.0,85089.0,,,,11.494952344016266
69,Yell,AR,-93.2079,35.09,2062.0,Open,66.0,46.2,,80.0,6658931.0,3295332.0,77167.0,,3696.0,,43.58856765197559
70,Prairie,AR,-91.59002,34.8476,2096.0,Open,105.0,40.0,80.0,40.0,26993821.0,4027750.0,136219.0,8400.0,1600.0,0.8095238095238095,168.59667887739596
71,Saline,AR,-92.4818,34.5606,2042.0,Open,,51.5,,,8075586.0,4988839.0,303002.0,,,,10.187216586029136
73,Pulaski,AR,-92.1497,34.8371,2060.0,Open,145.0,85.0,,93.0,32836670.0,14407243.0,369557.0,,7905.0,,49.86897014533617
74,Union,AR,-92.6855,33.32,2046.0,Open,69.0,22.8,,85.0,8394453.0,3655090.0,140712.0,,1938.0,,33.68129939166525
75,Howard,AR,-93.868,34.075,2038.0,Open,32.0,30.2,,,4125583.0,1976187.0,105659.0,,,,20.342763039589624
77,Apache,AZ,-109.312,34.529,,Open,,,,,,,44365.0,,,,
78,Pinal,AZ,-111.52877,33.37893,2035.0,Open,,96.3,,,11634409.0,10009847.0,370060.0,,,,4.3899962168297035
79,Maricopa,AZ,-112.2757,33.08,2138.0,Open,691.4,203.0,190.0,,225975715.0,42557092.0,1525584.0,131366.0,,,120.22846529591291
80,Pinal,AZ,-111.3223,32.7679,2449.0,Open,,41.4,,,171006769.0,5201047.0,326891.0,,,,507.2202110183517
81,Pinal,AZ,-111.763015,32.830049,,Open,,106.0,,,,,,,,,
83,Coconino,AZ,-111.517,35.307,2054.0,Open,247.0,110.0,,50.0,12948115.0,5559437.0,111818.0,,5500.0,,66.07771557352126
85,Maricopa,AZ,-112.3065,33.5364,2061.0,Open,260.0,141.6,,,26218553.0,11890006.0,413512.0,,,,34.65086140184565
86,Cochise,AZ,-110.288,31.718,,Open,,,,,4739984.0,,68812.0,,,,
88,Yuma,AZ,-114.04372,32.64606,2256.0,Open,510.0,66.3,,,19878402.0,7172592.0,270349.0,,,,46.9978065389552
90,Pinal,AZ,-110.7879,32.9997,,Open,,,,,463050.0,8902.0,,,,,
91,Pinal,AZ,-111.291,32.68,2029.0,Open,184.0,,,,28595171.0,2576580.0,486302.0,,,,53.50294878491143
92,Yavapai,AZ,-112.0483,34.5167,2142.0,Open,172.2,67.2,,,24920357.0,4585334.0,185614.0,,,,109.55543762862715
94,Cochise,AZ,-110.329,31.637,,Open,66.0,,,,1644682.0,1200000.0,26725.0,,,,16.639176800748363
96,La Paz,AZ,-114.216539,33.951822,2023.0,Open,,29.0,,,19878402.0,4090742.0,182528.0,,,,86.4944556451613
97,Mohave,AZ,-114.339,34.5463,2038.0,Open,,,,,5978950.0,2378856.0,96503.0,,,,37.30551381822327
99,Pima,AZ,-110.88,32.1192,2089.0,Open,428.0,222.6,115.0,,71012154.0,24081968.0,738455.0,49220.0,,,63.551856240393796
100,Pima,AZ,-111.283295,32.410302,2239.0,Open,415.0,,,,100320234.0,2974394.0,432942.0,,,,224.84730056220002
101,Mohave,AZ,-114.512929,35.022082,2024.0,Open,,,,,7901352.0,1850219.0,96971.0,,,,62.40147054273958
103,Maricopa,AZ,-112.481,33.678,2108.0,Open,792.0,133.3,,127.0,145287166.0,23923224.0,1384896.0,,16929.100000000002,,87.63397540320717
104,Navajo,AZ,-110.3347,34.998,2331.0,Open,275.0,65.0,,,34125579.0,3671057.0,94375.0,,,,322.69692185430466
106,Santa Cruz,AZ,-111.0186,31.5194,2041.0,Open,25.0,25.0,,188.0,1929119.0,1042941.0,49000.0,,4700.0,,18.085265306122448
107,Maricopa,AZ,-111.778214,33.508775,2032.0,Open,144.0,138.5,,,22996457.0,15340220.0,513491.0,,,,14.910167851043154
110,Yuma,AZ,-114.61613,32.5689,2075.0,Open,,19.5,,,22050000.0,3639904.0,229252.0,,,,80.30506167885122
111,Maricopa,AZ,-112.6371,33.2222,2163.0,Open,,101.0,,,29004965.0,15284114.0,827121.0,,,,16.588686540421534
112,Maricopa,AZ,-112.66485,33.178917,2100.0,Open,368.0,94.0,,,29510617.0,14553069.0,1023923.0,,,,14.608078927810002
119,Imperial,CA,-115.526,32.858,2076.0,Open,162.0,,,,13952388.0,5162756.0,116192.0,,,,75.64748003304875
120,Alameda,CA,-121.65667,37.75,2051.0,Open,426.0,237.3,300.0,175.0,119861783.0,66793617.0,1550005.0,127800.0,41527.5,0.6750586854460094,34.23741600833546
121,Modoc,CA,-120.56556,41.45861,2028.0,Open,27.5,,,,,33872.0,0.0,,,,
123,Fresno,CA,-120.1457,36.66171,2044.0,Open,367.0,246.0,,100.0,26838800.0,16376523.0,755301.0,,24600.0,,13.851798157290935
125,Shasta,CA,-122.283334,40.45,2075.0,Open,165.0,76.2,,,14872511.0,5368341.0,201140.0,,,,47.25151635676643
127,Los Angeles,CA,-118.14994,34.56768,2034.0,Open,123.0,82.7,,147.0,23693955.0,11809023.0,870888.0,,12156.9,,13.646912117287183
134,Kings,CA,-120.11535,36.01195,2108.0,Open,123.2,56.2,,,20803536.0,4902871.0,236966.0,,,,67.10103981161855
136,Riverside,CA,-117.11758,33.95349,2050.0,Open,141.0,109.6,,140.0,27562500.0,17098694.0,872212.0,,15344.0,,11.996860854929764
139,Kern,CA,-118.75847,35.34387,2042.0,Open,229.0,114.5,200.0,100.0,48847299.0,11902329.0,554148.0,45800.0,11450.0,0.75,66.66986075921956
141,San Bernardino,CA,-117.02,34.83389,2071.0,Open,331.0,43.4,,75.0,50431080.0,3005149.0,90291.0,,3255.0,,525.2564596692915
142,Lassen,CA,-120.55508,40.35281,2032.0,Open,45.0,,,,,351480.0,22457.0,,,,
146,Mono,CA,-118.4686,37.81825,2027.0,Open,10.0,,,,,100000.0,28605.0,,,,
151,Merced,CA,-120.97235,37.03949,2054.0,Open,,39.8,,,11842027.0,2617870.0,197952.0,,,,46.59794798739088
152,Inyo,CA,-118.40007,37.32961,2064.0,Open,69.0,,,,,250000.0,12448.0,,,,
155,Riverside,CA,-114.62673,33.70478,2047.0,Open,78.0,78.0,,40.0,2000000.0,732963.0,26040.0,,3120.0,,48.657334869431644
158,Kern,CA,-117.6475,34.99028,2048.0,Open,14.0,14.0,50.0,40.0,557000.0,458500.0,3000.0,700.0,560.0,0.19999999999999996,32.833333333333336
159,San Diego,CA,-116.293,33.248,2046.0,Open,19.0,,,,,107389.0,5268.0,,,,
164,Santa Cruz,CA,-121.81142,36.91738,2030.0,Open,,60.0,100.0,,6026606.0,4399866.0,92150.0,,,,17.653174172544762
165,Los Angeles,CA,-118.31192,34.21018,2084.0,Open,49.0,48.0,,,5391225.0,2000000.0,40722.0,,,,83.27746672560286
167,Los Angeles,CA,-118.70953,34.14862,2040.0,Open,416.0,315.1,,120.0,30930000.0,28545543.0,377710.0,,37812.0,,6.312930555187843
168,Imperial,CA,-115.54565,32.6764,2077.0,Open,40.1,,,,,500000.0,1541.0,,,,
169,San Bernardino,CA,-117.221,34.08861,2042.0,Open,65.0,,,,4495166.0,3050429.0,64323.0,,,,22.460659484165852
171,San Luis Obispo,CA,-120.7343,35.77509,2031.0,Open,150.0,,,,,865443.0,,,,,
179,Plumas,CA,-121.13833,40.32667,2024.0,Open,27.8,,,,,50000.0,170.0,,,,
181,San Luis Obispo,CA,-120.63028,35.52333,2039.0,Open,77.1,,,,4560556.0,2476037.0,90930.0,,,,22.924436379632684
184,Los Angeles,CA,-118.64661,34.42806,2047.0,Open,271.0,227.0,,100.0,60715392.0,45906797.0,2019000.0,,22700.0,,7.334618623080733
185,Fresno,CA,-119.685,36.943,2055.0,Open,76.6,,,,5116998.0,2057572.0,72129.0,,,,42.41603238641878
187,Santa Barbara,CA,-120.44256,34.65271,2045.0,Open,45.0,39.0,,,22079782.0,2411123.0,40703.0,,,,483.2238164263076
188,San Luis Obispo,CA,-120.532,35.663,2067.0,Open,65.0,37.0,,,5066100.0,1412595.0,49647.0,,,,73.5896428787238
191,Santa Cruz,CA,-122.10608,36.97602,2061.0,Open,67.0,43.3,,,6290595.0,3024722.0,55880.0,,,,58.4443987115247
196,Napa,CA,-122.534,38.5848,2053.0,Open,44.0,36.2,,,2886830.0,1793496.0,175449.0,,,,6.2316342640881395
199,San Luis Obispo,CA,-120.59579,35.1873,2064.0,Open,88.0,88.0,,,19123273.0,6824315.0,180533.0,,,,68.12581633274803
208,Kings,CA,-120.00852,35.95942,2083.0,Open,,43.4,,,18734615.0,5203384.0,460753.0,,,,29.367646005560463
211,Riverside,CA,-115.40867,33.77754,2087.0,Open,7.0,,,,,23000.0,43.0,,,,
219,Lake,CA,-122.60083,38.95333,2030.0,Open,31.0,,,,,2574266.0,63767.0,,,,
221,Kern,CA,-117.95627,34.95605,2028.0,Open,64.0,,,,,300000.0,8928.0,,,,
222,Riverside,CA,-117.46786,33.79923,2061.0,Open,468.0,201.4,60.0,,191734774.0,58104216.0,3430817.0,28080.0,,,38.950068744558514
225,Madera,CA,-120.1991,37.06468,2048.0,Open,121.2,85.0,,75.0,15926354.0,5250707.0,222142.0,,6375.0,,48.057760351486884
226,Stanislaus,CA,-121.13633,37.38816,2050.0,Open,375.0,71.0,80.0,,15436827.0,4741888.0,263762.0,30000.0,,,40.54768692988376
227,San Joaquin,CA,-120.94489,38.0371,2092.0,Open,750.0,124.0,,,82797309.0,6179823.0,272299.0,,,,281.37263082126634
229,San Bernardino,CA,-116.66233,35.26589,2405.0,Open,422.0,,,,,7577621.0,6809.0,,,,
230,San Joaquin,CA,-121.1833,37.874624,2036.0,Open,,157.0,,,32882079.0,30171481.0,1222332.0,,,,2.217562822539212
232,Orange,CA,-117.70947,33.72053,2053.0,Open,534.0,259.6,400.0,250.0,174549200.0,62128414.0,2243487.0,213600.0,64900.00000000001,0.6961610486891385,50.10984507599108
240,Santa Clara,CA,-121.90139,37.21139,2047.0,Open,115.0,92.0,100.0,,19927248.0,10837723.0,287792.0,11500.0,,,31.583661116361817
248,Merced,CA,-120.49778,37.39389,2055.0,Open,255.0,148.0,,,26160242.0,8214355.0,376785.0,,,,47.62898469949706
251,Imperial,CA,-115.67611,33.41528,2027.0,Open,40.0,,,,,50000.0,335.0,,,,
254,Inyo,CA,-118.17586,36.7884,2038.0,Open,40.0,,,,,100000.0,525.0,,,,
258,San Benito,CA,-121.324,36.825,2028.0,Open,44.0,33.0,,,3130537.0,666000.0,94647.0,,,,26.039251112026793
259,Monterey,CA,-121.40667,36.53167,2066.0,Open,80.0,69.0,,35.0,14432470.0,3797918.0,240369.0,,2415.0,,44.24261031996639
261,Contra Costa,CA,-121.93611,38.00472,2068.0,Open,244.0,103.5,400.0,191.0,74562762.0,23368928.0,1170789.0,97600.0,19768.5,0.797453893442623,43.72592670412858
265,Sacramento,CA,-121.1989,38.52099,2098.0,Open,,295.0,,,117420098.0,33349368.0,910893.0,,,,92.29484692494069
266,Santa Clara,CA,-121.67109,37.18507,2063.0,Open,311.0,83.2,338.0,,29446637.0,12394738.0,503068.0,105118.0,,,33.895813289654676
267,Sacramento,CA,-121.378,38.528,2023.0,Open,,157.0,,,3618633.0,1453000.0,222671.0,,,,9.725707433837366
269,Riverside,CA,-116.99722,33.88389,2050.0,Open,144.6,123.4,,100.0,27562500.0,13235956.0,632863.0,,12340.0,,22.637670396278498
270,Los Angeles,CA,-118.1165,34.7474,2088.0,Open,209.0,123.9,,,21777428.0,8626070.0,187958.0,,,,69.96966343544834
271,San Bernardino,CA,-116.38152,34.24048,2072.0,Open,92.0,44.0,,60.0,8195734.0,2785643.0,72370.0,,2640.0,,74.75599005112616
272,San Diego,CA,-117.41921,33.36444,2059.0,Open,21.0,,,,6274916.0,2149895.0,23479.0,,,,175.6898079134546
278,Inyo,CA,-118.03495,36.59421,2087.0,Open,25.0,,,,,100000.0,2494.0,,,,
285,Mariposa,CA,-120.0058,37.50432,2081.0,Open,40.0,,,,,720000.0,11331.0,,,,
291,Riverside,CA,-116.00306,33.57194,,Open,19.0,,,,,72000.0,2864.0,,,,
293,San Bernardino,CA,-117.43,34.14333,2045.0,Open,410.0,409.0,300.0,150.0,74468246.0,26045900.0,1080973.0,123000.0,61350.0,0.501219512195122,44.79514844496578
297,Kern,CA,-118.13881,34.99336,2123.0,Open,253.0,27.0,100.0,40.0,45000000.0,979470.0,11400.0,25300.0,1080.0,0.9573122529644269,3861.45
298,Monterey,CA,-121.76667,36.71333,2132.0,Open,315.0,113.6,270.0,120.0,56885736.0,13569947.0,518791.0,85050.0,13632.0,0.8397178130511463,83.49371712308039
301,Butte,CA,-121.72929,39.67425,2047.0,Open,140.0,98.0,,,11697222.0,7201773.0,181699.0,,,,24.741187348306816
305,Santa Clara,CA,-121.94108,37.45897,2033.0,Open,298.0,235.0,72.0,,39006446.0,34544529.0,1325739.0,21456.0,,,3.365607408396374
306,Imperial,CA,-115.49167,33.27111,2041.0,Open,100.0,,,,,50000.0,507.0,,,,
308,San Joaquin,CA,-121.10194,38.097,2090.0,Open,185.0,55.0,,,30898996.0,4366706.0,162069.0,,,,163.70983963620432
310,Riverside,CA,-116.0815,33.439,2045.0,Open,23.3,,,,,100000.0,4.0,,,,
312,Orange,CA,-117.84361,33.93361,2036.0,Open,453.0,420.0,415.0,235.0,96736556.0,90657406.0,2127492.0,187995.0,98700.0,0.4749860368626825,2.8574255508363837
316,San Diego,CA,-117.005,32.604,2028.0,Open,230.0,230.0,,,49177036.0,44381086.0,1401321.0,,,,3.4224492461042115
317,San Mateo,CA,-122.412,37.499,2042.0,Open,191.0,160.0,300.0,226.0,44107549.0,37218869.0,858559.0,57300.0,36160.0,0.3689354275741711,8.023537112766856
322,Los Angeles,CA,-118.309585,33.329985,2027.0,Open,5.6,,,,,,,,,,
329,Solano,CA,-121.97778,38.22333,2059.0,Open,190.0,148.0,,,,21758726.0,1141727.0,,,,
330,Orange,CA,-117.62491,33.48654,2067.0,Open,697.0,240.0,430.0,210.0,98159518.0,24281070.0,626282.0,299710.0,50400.0,0.8318374428614327,117.9635499663091
332,Mono,CA,-119.06528,37.90694,2036.0,Open,40.0,,,,,55800.0,224.0,,,,
335,Solano,CA,-121.83164,38.31497,2049.0,Open,256.0,122.8,80.0,,20391489.0,8495400.0,611189.0,20480.0,,,19.46384669881166
336,Yuba,CA,-121.3925,39.07171,2084.0,Open,225.0,68.1,100.0,,27629965.0,8345505.0,586723.0,22500.0,,,32.86808255343663
340,Marin,CA,-122.57922,38.1661,2034.0,Open,,222.5,,,23589037.0,16709696.0,318665.0,,,,21.58800307532989
341,Kern,CA,-117.73755,35.60254,2042.0,Open,91.0,78.0,70.0,50.0,11167924.0,3013520.0,58615.0,6370.0,3900.0,0.3877551020408163,139.11804145696493
343,Calaveras,CA,-120.8418,38.03535,2032.0,Open,57.0,,,,,470515.0,47825.0,,,,
345,Imperial,CA,-115.98611,33.22944,2038.0,Open,4.0,,,,,50000.0,1264.0,,,,
347,Los Angeles,CA,-118.538887,32.964782,2037.0,Open,15.0,,,,,,,,,,
350,San Diego,CA,-117.54028,33.39667,2257.0,Open,21.0,,,,,238200.0,1758.0,,,,
351,San Bernardino,CA,-117.2133,34.0117,2039.0,Open,127.0,75.1,250.0,50.0,14578112.0,7000336.0,340289.0,31750.0,3754.9999999999995,0.8817322834645669,22.268648119686503
352,Santa Barbara,CA,-120.3831,34.9525,2028.0,Open,265.0,118.0,,,10010569.0,6242512.0,150944.0,,,,24.96327777188891
355,Los Angeles,CA,-118.0171,33.9799,2048.0,Open,132.0,102.0,,,9738383.0,4034215.0,91248.0,,,,62.512800280554096
356,Los Angeles,CA,-118.19673,34.15188,2025.0,Open,440.0,211.0,375.0,300.0,,34871691.0,531068.0,165000.0,63300.0,0.6163636363636364,
357,Kern,CA,-119.41085,35.51042,2056.0,Open,135.0,91.5,70.0,50.0,24139435.0,3164654.0,141456.0,9450.0,4575.0,0.5158730158730158,148.27777542133242
360,Inyo,CA,-116.24444,35.9708,2052.0,Open,20.0,,,,,15708.0,0.0,,,,
361,Lassen,CA,-120.15889,40.16278,2082.0,Open,40.0,,,,199500.0,153739.0,125.0,,,,366.088
362,Ventura,CA,-118.79544,34.29454,2062.0,Open,371.0,143.7,,,138635608.0,35129489.0,2119324.0,,,,48.83921429663421
364,Sonoma,CA,-122.74222,38.29694,2039.0,Open,175.0,135.4,165.0,150.0,19593354.0,16244221.0,428946.0,28875.0,20310.0,0.2966233766233767,7.807819632308029
370,Colusa,CA,-122.54461,39.36037,2064.0,Open,3.3,,,,,10000.0,386.0,,,,
372,Los Angeles,CA,-118.50294,34.32352,2037.0,Open,,350.6,200.0,,109393338.0,70526847.0,2693340.0,,,,14.430592127247209
373,San Diego,CA,-117.02667,32.8496,2091.0,Open,324.0,153.0,250.0,213.0,41611821.0,33475005.0,1162635.0,81000.0,32589.0,0.5976666666666667,6.998598872389013
374,Kern,CA,-119.45314,35.20377,2064.0,Open,85.0,40.0,120.0,60.0,5910000.0,1627135.0,34849.0,10200.0,2400.0,0.7647058823529411,122.89778759792246
375,Santa Barbara,CA,-120.12417,34.47694,2027.0,Open,118.0,106.1,,,14001750.0,11578793.0,173477.0,,,,13.96702156481839
376,Tulare,CA,-119.10583,36.02111,2024.0,Open,,71.0,45.0,,5911242.0,3749462.0,137615.0,,,,15.708898012571304
377,Inyo,CA,-116.18246,35.85071,2050.0,Open,29.0,,,,,48707.0,0.0,,,,
378,Kern,CA,-118.34031,35.12362,2023.0,Open,32.0,32.0,80.0,60.0,2078000.0,1649600.0,60150.0,2560.0,1920.0,0.25,7.12219451371571
379,Tehama,CA,-122.29742,40.196,2046.0,Open,120.0,37.8,,80.0,3606399.0,1953094.0,62553.0,,3024.0,,26.430466964014517
381,Ventura,CA,-118.99806,34.4025,2032.0,Open,86.0,38.6,435.0,,18900476.0,10623755.0,393373.0,37410.0,,,21.040389147196173
390,San Bernardino,CA,-116.05,34.133334,2066.0,Open,69.0,,,,,612000.0,5947.0,,,,
395,Santa Barbara,CA,-120.52418,34.7197,2064.0,Open,,46.0,,60.0,1089724.0,896374.0,8482.0,,2760.0,,22.795331289790145
396,Alameda,CA,-121.72333,37.75333,2034.0,Open,222.0,204.2,,,29915008.0,28742743.0,553516.0,,,,2.117852058477081
397,San Bernardino,CA,-117.27,34.59333,2047.0,Open,341.0,82.0,,100.0,56044792.0,12635042.0,401975.0,,8200.0,,107.99116860501275
398,Tulare,CA,-119.39194,36.39222,2127.0,Open,247.0,147.0,,,13975392.0,7464496.0,379816.0,,,,17.142237293847547
399,Mono,CA,-119.4548,38.5545,2162.0,Open,25.0,,,,,50000.0,50.0,,,,
402,Shasta,CA,-122.53498,40.48156,2033.0,Open,120.0,87.8,130.0,80.0,6810601.0,5309134.0,169730.0,15600.0,7024.0,0.5497435897435897,8.846208684381075
405,San Diego,CA,-117.162,32.856,2025.0,Open,1388.0,477.0,50.0,50.0,52665014.0,46493471.0,911129.0,69400.0,23850.0,0.6563400576368876,6.773511763976342
407,Placer,CA,-121.34472,38.83583,2058.0,Open,231.0,156.9,,,24104176.0,8556927.0,258206.0,,,,60.212578328931166
408,Lassen,CA,-121.02272,40.318,2027.0,Open,40.0,,,,,50000.0,2160.0,,,,
411,Yolo,CA,-121.69222,38.59028,2100.0,Open,473.0,190.0,60.0,,61456096.0,8931778.0,196568.0,28380.0,,,267.2068597126694
415,Santa Clara,CA,-121.95713,37.43325,,Open,70.0,,,,,1000000.0,13362.0,,,,
416,Archuleta,CO,-107.0525,37.156395,,Open,,,,,,,6500.0,,,,
417,La Plata,CO,-107.863825,37.054875,2029.0,Open,47.2,,,,3223710.0,1956990.0,78971.0,,,,16.04031859796634
419,Montrose,CO,-108.518126,38.158012,2114.0,Open,,,,,3835598.0,454401.0,28141.0,,,,120.15198464873316
420,Pueblo,CO,-104.485279,38.138888,,Open,283.0,,,,,393114.0,46624.0,,,,
421,Weld,CO,-104.53,40.19,2061.0,Open,700.0,,,,,,,,,,
423,El Paso,CO,-104.58,38.843,2083.0,Open,362.0,155.5,,74.0,30632927.0,11205542.0,328766.0,,11507.0,,59.09183127209018
426,Arapahoe,CO,-104.69,39.66,2140.0,Open,1363.0,677.0,,159.0,396050824.0,75671381.0,2202265.0,,107643.0,,145.47724411004125
429,Eagle,CO,-106.661,39.725,2041.0,Open,,81.1,,,5142142.0,3090070.0,95011.0,,,,21.59825704392123
430,Adams,CO,-104.489113,39.842346,2035.0,Open,142.0,,,,6663790.0,2825202.0,252106.0,,,,15.226087439410406
431,Jefferson,CO,-105.226,39.849,2047.0,Open,229.0,177.0,,105.0,36701610.0,23750644.0,446768.0,,18585.0,,28.98812358987215
432,El Paso,CO,-104.628676,38.68181,2079.0,Open,320.0,104.0,,,18458855.0,7061461.0,411978.0,,,,27.665054930117627
433,Weld,CO,-105.012673,40.020405,2048.0,Open,326.0,78.3,,,39434597.0,20788471.0,1747317.0,,,,10.671289754520789
435,Larimer,CO,-105.122846,40.505078,2023.0,Open,,180.8,,,,8778239.0,300876.0,,,,
437,Mesa,CO,-108.492,39.012,2050.0,Open,,127.0,,,9796656.0,4892671.0,163564.0,,,,29.98205595363283
438,El Paso,CO,-104.657819,38.5475,2094.0,Open,238.0,74.6,,,32061487.0,7988264.0,343666.0,,,,70.04831144192326
